Ticket ID,Ticket Type,Ticket Class,Base Price,Age,Discount Category,Final Price,Journey Status,Refund Request,Delay Reason,Payment Method,Method,Start Station,End Station,Journey Date,Gender
TKT1003635,2 Hours,First Class,10,48,Adult,10.0,On Time,No,,Card,Gate Payment,KAFD,STC,2025-01-02,Female
TKT1003636,7 Days,Standard,40,65,Senior,20.0,Delayed,No,Technical Issue,Card,Ticket Office,KKIA,Bank Albilad,2024-12-29,Female
TKT1003637,3 Days,First Class,50,70,Senior,25.0,Cancelled,Yes,,Card,Darb App,King Fahad District,KKIA,2025-02-22,Female
TKT1003638,1 Month,First Class,350,9,School Student,175.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Olaya,Al Worood,2025-01-26,Male
TKT1003639,7 Days,First Class,100,64,Senior,50.0,On Time,No,,Card,Ticket Office,Al Murabba,Al Batha,2025-02-22,Male
TKT1003640,3 Days,First Class,50,8,School Student,25.0,On Time,No,,Cash,Ticket Office,Ad Dar Al Baida,King Saud,2025-03-11,Male
TKT1003641,3 Days,Standard,20,14,School Student,10.0,Cancelled,Yes,,Apple Pay,Darb App,Ad Dar Al Baida,Al Nuzha,2025-03-23,Female
TKT1003642,1 Month,First Class,350,9,School Student,175.0,On Time,No,,Apple Pay,TVM,Al Nuzha,Ad Dar Al Baida,2025-03-29,Male
TKT1003643,2 Hours,First Class,10,56,Adult,10.0,Cancelled,Yes,,Card,Darb App,King Fahad District,SABB,2025-03-21,Female
TKT1003644,3 Days,First Class,50,57,Adult,50.0,On Time,No,,Apple Pay,Ticket Office,Qasr Al Hokm,STC,2024-12-08,Male
TKT1003645,7 Days,First Class,100,71,Senior,50.0,On Time,No,,Card,Gate Payment,King Fahad Library,Olaya,2025-04-25,Female
TKT1003646,7 Days,First Class,100,51,Adult,100.0,Cancelled,Yes,,Card,Ticket Office,Al Dhubab,Al Worood,2024-12-21,Male
TKT1003647,1 Month,First Class,350,10,School Student,175.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Fahad District,Al Yarmouk,2024-12-20,Male
TKT1003648,1 Month,First Class,350,48,Adult,350.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,King Saud,Al Nuzha,2024-12-23,Female
TKT1003649,3 Days,First Class,50,33,Adult,50.0,On Time,No,,Card,Darb App,Al Yarmouk,Al Dooh,2025-03-25,Male
TKT1003650,3 Days,Standard,20,72,Senior,10.0,Cancelled,Yes,,Card,Gate Payment,Al Batha,King Fahad Library,2024-12-22,Male
TKT1003651,3 Days,First Class,50,78,Senior,25.0,On Time,No,,Apple Pay,Gate Payment,West Station,Ghornata,2025-02-04,Male
TKT1003652,2 Hours,Standard,4,58,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,West Station,King Saud,2025-02-22,Male
TKT1003653,7 Days,First Class,100,49,Adult,100.0,Delayed,No,Technical Issue,Apple Pay,Darb App,King Saud,West Station,2025-02-22,Female
TKT1003654,7 Days,First Class,100,53,Adult,100.0,On Time,No,,Cash,TVM,Alinma,Al Nuzha,2025-05-05,Male
TKT1003655,3 Days,Standard,20,40,Adult,20.0,Delayed,No,Technical Issue,Card,TVM,King Fahad District 2,Alinma,2025-01-12,Female
TKT1003656,3 Days,First Class,50,48,Adult,50.0,Cancelled,Yes,,Card,Gate Payment,National Museum,Al Oruba,2025-02-22,Female
TKT1003657,2 Hours,First Class,10,53,Adult,10.0,Delayed,No,Maintenance,Card,Darb App,Sulaimaniah,Al Murabba,2024-12-28,Female
TKT1003658,1 Month,First Class,350,64,Senior,175.0,Delayed,No,Technical Issue,Card,Gate Payment,Manfouha,Al Worood,2025-01-01,Male
TKT1003659,7 Days,First Class,100,11,School Student,50.0,On Time,No,,Card,Darb App,West Station,STC,2025-01-28,Male
TKT1003660,3 Days,First Class,50,1,Child,0.0,Delayed,No,Maintenance,Card,Gate Payment,Al Aziziyah,Al Oruba,2025-04-29,Male
TKT1003661,2 Hours,First Class,10,2,Child,0.0,Delayed,No,Maintenance,Apple Pay,TVM,West Station,Ad Dar Al Baida,2025-04-14,Female
TKT1003662,1 Month,Standard,140,6,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Murabba,KSU,2025-04-21,Male
TKT1003663,7 Days,Standard,40,77,Senior,20.0,Delayed,No,Maintenance,Card,Ticket Office,King Fahad Library,SABB,2024-12-26,Male
TKT1003664,3 Days,Standard,20,7,School Student,10.0,Delayed,No,Technical Issue,Apple Pay,TVM,Qasr Al Hokm,King Saud,2025-02-22,Male
TKT1003665,7 Days,Standard,40,80,Senior,20.0,Cancelled,Yes,,Card,Darb App,Ad Dar Al Baida,Olaya,2025-02-05,Female
TKT1003666,1 Month,Standard,140,20,University Student,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,King Fahad District,Al Rabi,2025-02-12,Female
TKT1003667,7 Days,Standard,40,45,Adult,40.0,On Time,No,,Apple Pay,Darb App,Ministry of Interior,Bank Albilad,2025-02-22,Male
TKT1003668,1 Month,First Class,350,58,Adult,350.0,On Time,No,,Apple Pay,TVM,Ghornata,KSU,2025-01-11,Male
TKT1003669,1 Month,Standard,140,7,School Student,70.0,Delayed,No,Maintenance,Card,Gate Payment,King Saud,Manfouha,2025-03-24,Male
TKT1003670,1 Month,First Class,350,65,Senior,175.0,Cancelled,Yes,,Apple Pay,TVM,KSU,Ad Dar Al Baida,2025-03-05,Female
TKT1003671,3 Days,Standard,20,80,Senior,10.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Saud,Qasr Al Hokm,2025-03-28,Female
TKT1003672,2 Hours,First Class,10,34,Adult,10.0,On Time,No,,Card,Ticket Office,National Museum,KKIA,2025-02-24,Female
TKT1003673,7 Days,First Class,100,25,University Student,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,West Station,King Saud,2025-02-12,Male
TKT1003674,2 Hours,First Class,10,10,School Student,5.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Ad Dar Al Baida,Sulaimaniah,2025-02-06,Female
TKT1003675,7 Days,First Class,100,59,Adult,100.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,STC,Qasr Al Hokm,2024-12-26,Female
TKT1003676,2 Hours,First Class,10,55,Adult,10.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,King Fahad District 2,Ad Dar Al Baida,2025-01-23,Male
TKT1003677,1 Month,First Class,350,46,Adult,350.0,Delayed,No,Maintenance,Cash,TVM,Sulaimaniah,Manfouha,2025-01-30,Female
TKT1003678,2 Hours,First Class,10,29,University Student,5.0,On Time,No,,Card,Gate Payment,Al Dhubab,Al Oruba,2025-02-08,Female
TKT1003679,1 Month,First Class,350,49,Adult,350.0,On Time,No,,Apple Pay,Darb App,KKIA,Ad Dar Al Baida,2025-01-08,Male
TKT1003680,7 Days,Standard,40,17,School Student,20.0,Cancelled,Yes,,Card,Gate Payment,Bank Albilad,Al Muruj,2024-12-30,Male
TKT1003681,1 Month,Standard,140,58,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Qasr Al Hokm,Al Worood,2025-01-11,Male
TKT1003682,1 Month,Standard,140,64,Senior,70.0,Cancelled,Yes,,Card,TVM,Al Murabba,King Fahad District,2024-12-03,Female
TKT1003683,7 Days,Standard,40,75,Senior,20.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Rabi,Olaya,2025-01-18,Male
TKT1003684,1 Month,First Class,350,47,Adult,350.0,On Time,No,,Apple Pay,Ticket Office,Sulaimaniah,Ad Dar Al Baida,2025-02-22,Male
TKT1003685,3 Days,First Class,50,47,Adult,50.0,Delayed,No,Maintenance,Apple Pay,TVM,Ghornata,National Museum,2025-01-09,Female
TKT1003686,1 Month,First Class,350,8,School Student,175.0,Delayed,No,Maintenance,Card,Gate Payment,STC,Al Murabba,2024-12-07,Female
TKT1003687,2 Hours,Standard,4,34,Adult,4.0,Cancelled,Yes,,Card,Ticket Office,King Fahad District 2,KAFD,2024-12-29,Female
TKT1003688,1 Month,Standard,140,36,Adult,140.0,On Time,No,,Cash,TVM,King Fahad District,Al Batha,2024-12-23,Female
TKT1003689,2 Hours,First Class,10,70,Senior,5.0,Delayed,No,Technical Issue,Card,TVM,Ad Dar Al Baida,KSU,2025-04-02,Male
TKT1003690,1 Month,First Class,350,18,School Student,175.0,Cancelled,Yes,,Apple Pay,Gate Payment,Princess Nourah University,Al Nuzha,2025-02-22,Female
TKT1003691,7 Days,First Class,100,71,Senior,50.0,On Time,No,,Card,Gate Payment,King Saud,National Museum,2025-04-30,Male
TKT1003692,7 Days,First Class,100,1,Child,0.0,Delayed,No,Maintenance,Card,Gate Payment,Al Oruba,Al Batha,2025-04-15,Female
TKT1003693,2 Hours,Standard,4,25,University Student,2.0,Cancelled,Yes,,Apple Pay,Darb App,Qasr Al Hokm,Bank Albilad,2025-02-22,Male
TKT1003694,1 Month,First Class,350,74,Senior,175.0,Cancelled,Yes,,Apple Pay,Gate Payment,National Museum,Bank Albilad,2024-12-16,Male
TKT1003695,7 Days,First Class,100,2,Child,0.0,Delayed,No,Technical Issue,Apple Pay,TVM,National Museum,Al Worood,2025-01-07,Female
TKT1003696,1 Month,First Class,350,70,Senior,175.0,On Time,No,,Card,Darb App,Al Murabba,Al Worood,2025-03-13,Female
TKT1003697,3 Days,First Class,50,59,Adult,50.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Murabba,Olaya,2025-02-13,Male
TKT1003698,1 Month,First Class,350,45,Adult,350.0,Cancelled,Yes,,Apple Pay,Ticket Office,Al Aziziyah,National Museum,2025-03-20,Female
TKT1003699,2 Hours,Standard,4,69,Senior,2.0,On Time,No,,Apple Pay,Darb App,Olaya,Al Yarmouk,2025-02-03,Female
TKT1003700,7 Days,Standard,40,57,Adult,40.0,Cancelled,Yes,,Apple Pay,Ticket Office,West Station,King Fahad District 2,2025-01-17,Female
TKT1003701,2 Hours,First Class,10,46,Adult,10.0,Delayed,No,Technical Issue,Apple Pay,Darb App,KKIA,King Fahad District,2025-02-02,Female
TKT1003702,7 Days,First Class,100,29,University Student,50.0,On Time,No,,Card,Darb App,Al Nuzha,SABB,2024-12-29,Male
TKT1003703,2 Hours,First Class,10,69,Senior,5.0,On Time,No,,Apple Pay,Ticket Office,King Fahad District,National Museum,2025-02-22,Female
TKT1003704,1 Month,Standard,140,34,Adult,140.0,Delayed,No,Maintenance,Card,Gate Payment,Al Rabi,KAFD,2025-03-07,Female
TKT1003705,7 Days,Standard,40,78,Senior,20.0,Delayed,No,Maintenance,Card,Ticket Office,National Museum,Al Worood,2025-02-28,Male
TKT1003706,3 Days,First Class,50,71,Senior,25.0,On Time,No,,Card,Darb App,Al Murabba,Al Worood,2025-03-10,Female
TKT1003707,1 Month,Standard,140,68,Senior,70.0,Delayed,No,Maintenance,Apple Pay,TVM,Al Murabba,King Saud,2025-02-23,Female
TKT1003708,7 Days,First Class,100,46,Adult,100.0,Cancelled,Yes,,Apple Pay,TVM,West Station,Al Murabba,2025-02-12,Female
TKT1003709,2 Hours,First Class,10,71,Senior,5.0,On Time,No,,Apple Pay,Gate Payment,KAFD,Al Aziziyah,2025-02-11,Male
TKT1003710,1 Month,First Class,350,42,Adult,350.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Al Yarmouk,Ministry of Interior,2025-02-05,Male
TKT1003711,2 Hours,First Class,10,2,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Worood,Bank Albilad,2025-02-04,Male
TKT1003712,7 Days,First Class,100,76,Senior,50.0,On Time,No,,Apple Pay,TVM,Imam University,Al Rabi,2025-02-22,Male
TKT1003713,7 Days,First Class,100,16,School Student,50.0,On Time,No,,Card,Gate Payment,Manfouha,Bank Albilad,2024-12-13,Female
TKT1003714,1 Month,First Class,350,6,Child,0.0,On Time,No,,Card,Ticket Office,SABB,Ghornata,2024-12-02,Male
TKT1003715,1 Month,First Class,350,11,School Student,175.0,On Time,No,,Apple Pay,Ticket Office,Al Muruj,King Fahad District 2,2024-12-07,Male
TKT1003716,7 Days,First Class,100,51,Adult,100.0,Cancelled,Yes,,Apple Pay,Gate Payment,National Museum,Imam University,2025-04-26,Male
TKT1003717,7 Days,First Class,100,23,University Student,50.0,Delayed,No,Maintenance,Apple Pay,TVM,Alinma,Al Oruba,2024-12-16,Female
TKT1003718,2 Hours,Standard,4,6,Child,0.0,Cancelled,Yes,,Card,Darb App,Princess Nourah University,Al Dhubab,2025-03-25,Male
TKT1003719,7 Days,Standard,40,72,Senior,20.0,On Time,No,,Cash,TVM,Olaya,Bank Albilad,2025-01-31,Female
TKT1003720,3 Days,First Class,50,57,Adult,50.0,Cancelled,Yes,,Cash,Ticket Office,King Fahad District 2,Al Oruba,2025-01-16,Male
TKT1003721,7 Days,First Class,100,26,University Student,50.0,On Time,No,,Card,Ticket Office,Al Rabi,West Station,2024-12-24,Male
TKT1003722,1 Month,First Class,350,60,Senior,175.0,Cancelled,Yes,,Apple Pay,Darb App,King Fahad District 2,Al Batha,2025-02-22,Male
TKT1003723,3 Days,First Class,50,74,Senior,25.0,Cancelled,Yes,,Cash,TVM,Princess Nourah University,Al Yarmouk,2025-04-21,Male
TKT1003724,3 Days,Standard,20,40,Adult,20.0,Cancelled,Yes,,Cash,Ticket Office,Qasr Al Hokm,Al Dhubab,2025-03-31,Male
TKT1003725,2 Hours,First Class,10,47,Adult,10.0,On Time,No,,Apple Pay,TVM,Al Yarmouk,Imam University,2025-03-19,Female
TKT1003726,3 Days,First Class,50,14,School Student,25.0,On Time,No,,Card,Ticket Office,Ministry of Interior,Alinma,2025-02-22,Female
TKT1003727,1 Month,First Class,350,64,Senior,175.0,On Time,No,,Card,Gate Payment,Al Oruba,Bank Albilad,2025-03-17,Male
TKT1003728,3 Days,First Class,50,15,School Student,25.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Nuzha,Qasr Al Hokm,2025-02-10,Male
TKT1003729,2 Hours,Standard,4,14,School Student,2.0,On Time,No,,Card,Ticket Office,King Fahad District,Al Oruba,2025-02-10,Male
TKT1003730,3 Days,First Class,50,20,University Student,25.0,Cancelled,Yes,,Apple Pay,Darb App,Ghornata,KKIA,2024-12-22,Male
TKT1003731,7 Days,First Class,100,22,University Student,50.0,Cancelled,Yes,,Card,Gate Payment,Bank Albilad,Olaya,2024-12-01,Male
TKT1003732,2 Hours,Standard,4,21,University Student,2.0,Delayed,No,Maintenance,Cash,TVM,West Station,Bank Albilad,2025-04-16,Male
TKT1003733,2 Hours,First Class,10,12,School Student,5.0,On Time,No,,Card,Ticket Office,Qasr Al Hokm,Al Oruba,2025-02-22,Male
TKT1003734,2 Hours,Standard,4,25,University Student,2.0,Delayed,No,Maintenance,Card,Ticket Office,Alinma,Sulaimaniah,2025-02-13,Male
TKT1003735,1 Month,Standard,140,3,Child,0.0,Cancelled,Yes,,Apple Pay,Ticket Office,Ghornata,Princess Nourah University,2025-02-25,Male
TKT1003736,3 Days,Standard,20,61,Senior,10.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Nuzha,SABB,2025-02-18,Female
TKT1003737,3 Days,First Class,50,79,Senior,25.0,Cancelled,Yes,,Apple Pay,Darb App,KSU,National Museum,2025-04-06,Female
TKT1003738,7 Days,First Class,100,36,Adult,100.0,Cancelled,Yes,,Apple Pay,Darb App,Al Murabba,Ghornata,2025-01-14,Male
TKT1003739,3 Days,Standard,20,51,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Darb App,King Fahad District,Manfouha,2025-02-22,Male
TKT1003740,7 Days,Standard,40,67,Senior,20.0,Delayed,No,Maintenance,Card,Darb App,Al Rabi,Al Worood,2025-02-19,Female
TKT1003741,3 Days,First Class,50,46,Adult,50.0,Cancelled,Yes,,Card,Darb App,SABB,Princess Nourah University,2025-01-18,Female
TKT1003742,7 Days,Standard,40,61,Senior,20.0,Cancelled,Yes,,Card,TVM,Ad Dar Al Baida,Bank Albilad,2025-01-30,Female
TKT1003743,7 Days,First Class,100,36,Adult,100.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Worood,National Museum,2025-01-10,Male
TKT1003744,3 Days,Standard,20,30,University Student,10.0,On Time,No,,Card,TVM,Sulaimaniah,KKIA,2025-03-13,Female
TKT1003745,1 Month,First Class,350,64,Senior,175.0,Cancelled,Yes,,Apple Pay,Gate Payment,King Fahad Library,King Fahad District,2024-12-13,Male
TKT1003746,7 Days,Standard,40,19,University Student,20.0,Delayed,No,Maintenance,Card,Gate Payment,Al Oruba,King Fahad Library,2025-02-22,Female
TKT1003747,1 Month,First Class,350,47,Adult,350.0,Delayed,No,Maintenance,Card,Ticket Office,King Saud,West Station,2025-02-25,Female
TKT1003748,7 Days,Standard,40,58,Adult,40.0,Cancelled,Yes,,Card,TVM,Al Aziziyah,Olaya,2025-04-05,Male
TKT1003749,1 Month,Standard,140,26,University Student,70.0,On Time,No,,Card,TVM,Al Batha,Bank Albilad,2025-01-30,Male
TKT1003750,2 Hours,First Class,10,10,School Student,5.0,On Time,No,,Apple Pay,Gate Payment,Al Batha,Sulaimaniah,2024-12-20,Female
TKT1003751,7 Days,First Class,100,24,University Student,50.0,Delayed,No,Maintenance,Card,TVM,Al Yarmouk,King Saud,2025-03-21,Female
TKT1003752,3 Days,Standard,20,35,Adult,20.0,Cancelled,Yes,,Apple Pay,Gate Payment,KSU,KAFD,2025-02-22,Female
TKT1003753,2 Hours,First Class,10,16,School Student,5.0,On Time,No,,Card,Gate Payment,STC,Al Aziziyah,2025-01-04,Male
TKT1003754,2 Hours,Standard,4,67,Senior,2.0,Cancelled,Yes,,Apple Pay,TVM,Al Oruba,Qasr Al Hokm,2025-02-08,Male
TKT1003755,2 Hours,First Class,10,62,Senior,5.0,On Time,No,,Apple Pay,Darb App,Sulaimaniah,Al Yarmouk,2025-03-14,Male
TKT1003756,7 Days,First Class,100,41,Adult,100.0,Delayed,No,Maintenance,Cash,TVM,National Museum,Al Muruj,2025-01-23,Female
TKT1003757,3 Days,First Class,50,12,School Student,25.0,Cancelled,Yes,,Apple Pay,Gate Payment,Princess Nourah University,KKIA,2025-02-25,Female
TKT1003758,3 Days,Standard,20,17,School Student,10.0,Delayed,No,Maintenance,Card,TVM,Olaya,King Fahad District,2025-03-21,Female
TKT1003759,7 Days,Standard,40,78,Senior,20.0,Cancelled,Yes,,Card,Ticket Office,KSU,Al Dooh,2024-12-06,Male
TKT1003760,1 Month,First Class,350,65,Senior,175.0,On Time,No,,Apple Pay,TVM,Imam University,Sulaimaniah,2025-01-08,Female
TKT1003761,2 Hours,Standard,4,63,Senior,2.0,Cancelled,Yes,,Apple Pay,Gate Payment,Ministry of Interior,Al Worood,2024-12-21,
TKT1003762,3 Days,Standard,20,51,Adult,20.0,Cancelled,Yes,,Card,Gate Payment,King Fahad District 2,Al Murabba,2025-02-24,Male
TKT1003763,7 Days,First Class,100,46,Adult,100.0,Delayed,No,Maintenance,Card,Darb App,King Fahad District,Al Murabba,2025-03-21,Male
TKT1003764,1 Month,Standard,140,64,Senior,70.0,On Time,No,,Apple Pay,Gate Payment,Manfouha,King Fahad District,2025-03-31,Male
TKT1003765,1 Month,Standard,140,68,Senior,70.0,Cancelled,Yes,,Card,TVM,Al Dooh,Al Rabi,2025-04-22,Male
TKT1003766,2 Hours,First Class,10,58,Adult,10.0,Cancelled,Yes,,Cash,Ticket Office,Ad Dar Al Baida,Alinma,2025-02-19,Female
TKT1003767,1 Month,First Class,350,41,Adult,350.0,On Time,No,,Apple Pay,Ticket Office,Alinma,Al Oruba,2025-04-13,Male
TKT1003768,2 Hours,First Class,10,48,Adult,10.0,On Time,No,,Card,Darb App,Al Batha,Al Dhubab,2025-04-15,Female
TKT1003769,3 Days,First Class,50,14,School Student,25.0,Cancelled,Yes,,Card,Gate Payment,KSU,Al Nuzha,2025-02-04,Male
TKT1003770,3 Days,First Class,50,54,Adult,50.0,On Time,No,,Apple Pay,Gate Payment,Sulaimaniah,Al Murabba,2025-04-11,Male
TKT1003771,2 Hours,Standard,4,66,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Al Dhubab,Alinma,2025-01-07,Female
TKT1003772,2 Hours,Standard,4,64,Senior,2.0,Cancelled,Yes,,Apple Pay,Gate Payment,King Fahad District 2,King Saud,2024-12-12,Male
TKT1003773,3 Days,First Class,50,42,Adult,50.0,Delayed,No,Maintenance,Apple Pay,Darb App,KAFD,King Saud,2025-01-19,Female
TKT1003774,7 Days,Standard,40,19,University Student,20.0,Delayed,No,Technical Issue,Card,TVM,Al Murabba,KKIA,2025-01-03,Male
TKT1003775,3 Days,Standard,20,16,School Student,10.0,On Time,No,,Cash,Ticket Office,SABB,Al Batha,2025-02-03,Male
TKT1003776,3 Days,First Class,50,52,Adult,50.0,Delayed,No,Maintenance,Card,TVM,Al Aziziyah,Alinma,2025-02-28,Male
TKT1003777,3 Days,First Class,50,8,School Student,25.0,On Time,No,,Card,Darb App,Sulaimaniah,STC,2025-03-16,Female
TKT1003778,2 Hours,Standard,4,38,Adult,4.0,On Time,No,,Card,Gate Payment,Bank Albilad,West Station,2025-01-16,Female
TKT1003779,3 Days,Standard,20,52,Adult,20.0,Cancelled,Yes,,Apple Pay,Ticket Office,West Station,National Museum,2025-02-22,Female
TKT1003780,7 Days,First Class,100,79,Senior,50.0,On Time,No,,Apple Pay,TVM,Al Worood,KSU,2025-05-02,Male
TKT1003781,3 Days,First Class,50,75,Senior,25.0,Cancelled,Yes,,Card,Gate Payment,Al Dooh,Bank Albilad,2025-05-01,Female
TKT1003782,3 Days,First Class,50,32,Adult,50.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Dhubab,STC,2025-04-19,Female
TKT1003783,2 Hours,Standard,4,80,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,National Museum,Alinma,2025-03-05,Male
TKT1003784,7 Days,First Class,100,49,Adult,100.0,Cancelled,Yes,,Apple Pay,Darb App,Ministry of Interior,Ad Dar Al Baida,2025-02-22,Male
TKT1003785,7 Days,First Class,100,64,Senior,50.0,Cancelled,Yes,,Card,Gate Payment,Al Rabi,King Fahad District 2,2025-02-19,Male
TKT1003786,7 Days,Standard,40,66,Senior,20.0,Cancelled,Yes,,Card,Gate Payment,Al Worood,SABB,2025-03-18,Male
TKT1003787,3 Days,Standard,20,70,Senior,10.0,Delayed,No,Maintenance,Cash,TVM,Olaya,Al Yarmouk,2025-03-29,
TKT1003788,3 Days,First Class,50,6,Child,0.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Ministry of Interior,Al Muruj,2024-12-25,Male
TKT1003789,2 Hours,Standard,4,31,Adult,4.0,Delayed,No,Technical Issue,Cash,TVM,Al Dooh,SABB,2025-01-17,Female
TKT1003790,7 Days,First Class,100,48,Adult,100.0,Delayed,No,Technical Issue,Card,Ticket Office,King Saud,West Station,2025-02-19,Female
TKT1003791,2 Hours,Standard,4,63,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Batha,Al Muruj,2025-03-20,Female
TKT1003792,7 Days,Standard,40,49,Adult,40.0,On Time,No,,Apple Pay,Ticket Office,King Saud,SABB,2025-03-19,Female
TKT1003793,3 Days,Standard,20,5,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Al Muruj,Al Batha,2025-04-07,Female
TKT1003794,2 Hours,Standard,4,62,Senior,2.0,On Time,No,,Cash,TVM,Al Aziziyah,King Fahad Library,2025-02-22,Female
TKT1003795,7 Days,Standard,40,74,Senior,20.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Al Rabi,Al Muruj,2025-04-26,Male
TKT1003796,2 Hours,First Class,10,60,Senior,5.0,Cancelled,Yes,,Cash,Ticket Office,Olaya,KSU,2025-02-22,Female
TKT1003797,2 Hours,Standard,4,13,School Student,2.0,Cancelled,Yes,,Card,TVM,SABB,KAFD,2025-03-01,Male
TKT1003798,3 Days,Standard,20,29,University Student,10.0,Cancelled,Yes,,Apple Pay,TVM,Al Dhubab,Alinma,2025-04-02,Male
TKT1003799,2 Hours,Standard,4,56,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,SABB,Al Yarmouk,2025-02-16,Female
TKT1003800,2 Hours,First Class,10,8,School Student,5.0,Cancelled,Yes,,Card,Darb App,Al Yarmouk,Al Dhubab,2025-03-30,Female
TKT1003801,3 Days,First Class,50,56,Adult,50.0,Delayed,No,Technical Issue,Apple Pay,TVM,King Fahad Library,Al Yarmouk,2025-01-01,Female
TKT1003802,7 Days,Standard,40,9,School Student,20.0,On Time,No,,Card,Darb App,Al Worood,Manfouha,2025-02-22,Female
TKT1003803,3 Days,First Class,50,8,School Student,25.0,Cancelled,Yes,,Card,Gate Payment,Al Oruba,Qasr Al Hokm,2025-02-09,Male
TKT1003804,3 Days,First Class,50,18,School Student,25.0,Cancelled,Yes,,Card,TVM,Princess Nourah University,Ministry of Interior,2025-03-17,Male
TKT1003805,7 Days,First Class,100,33,Adult,100.0,Cancelled,Yes,,Card,Darb App,Al Rabi,Al Aziziyah,2025-02-23,Male
TKT1003806,3 Days,First Class,50,25,University Student,25.0,On Time,No,,Card,Gate Payment,Ad Dar Al Baida,Al Aziziyah,2025-05-05,
TKT1003807,3 Days,Standard,20,61,Senior,10.0,Cancelled,Yes,,Card,Ticket Office,Al Aziziyah,KKIA,2025-02-18,Male
TKT1003808,3 Days,First Class,50,4,Child,0.0,Delayed,No,Technical Issue,Card,TVM,Olaya,Al Nuzha,2025-02-24,Female
TKT1003809,7 Days,Standard,40,10,School Student,20.0,On Time,No,,Card,Gate Payment,STC,Al Nuzha,2025-03-06,Male
TKT1003810,3 Days,First Class,50,31,Adult,50.0,Delayed,No,Maintenance,Cash,TVM,Ghornata,King Saud,2024-12-15,Female
TKT1003811,7 Days,First Class,100,29,University Student,50.0,Cancelled,Yes,,Apple Pay,TVM,Al Worood,West Station,2024-12-11,Female
TKT1003812,2 Hours,Standard,4,52,Adult,4.0,Delayed,No,Technical Issue,Card,Darb App,Imam University,KSU,2025-01-26,Female
TKT1003813,3 Days,First Class,50,79,Senior,25.0,On Time,No,,Card,Gate Payment,King Fahad District 2,STC,2025-01-24,Female
TKT1003814,3 Days,Standard,20,15,School Student,10.0,Delayed,No,Technical Issue,Cash,TVM,Al Dooh,KSU,2025-02-22,Female
TKT1003815,1 Month,Standard,140,21,University Student,70.0,Delayed,No,Maintenance,Apple Pay,Darb App,King Fahad District,Manfouha,2024-12-13,Female
TKT1003816,1 Month,Standard,140,79,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Dhubab,STC,2025-01-08,Female
TKT1003817,2 Hours,First Class,10,55,Adult,10.0,Delayed,No,Maintenance,Card,Darb App,National Museum,Al Dhubab,2025-01-25,Female
TKT1003818,3 Days,First Class,50,1,Child,0.0,Delayed,No,Technical Issue,Apple Pay,Darb App,King Fahad District 2,Imam University,2025-01-24,Female
TKT1003819,2 Hours,Standard,4,8,School Student,2.0,Cancelled,Yes,,Card,Ticket Office,King Saud,Princess Nourah University,2025-04-30,Male
TKT1003820,2 Hours,Standard,4,29,University Student,2.0,On Time,No,,Card,Gate Payment,King Fahad District 2,Al Muruj,2025-01-01,Male
TKT1003821,1 Month,First Class,350,68,Senior,175.0,Delayed,No,Technical Issue,Card,Ticket Office,Ad Dar Al Baida,Ministry of Interior,2025-03-09,Male
TKT1003822,3 Days,Standard,20,5,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Olaya,Al Worood,2025-03-10,Female
TKT1003823,7 Days,Standard,40,14,School Student,20.0,Delayed,No,Maintenance,Apple Pay,TVM,KAFD,King Fahad Library,2025-03-12,Female
TKT1003824,7 Days,Standard,40,53,Adult,40.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Bank Albilad,Al Nuzha,2025-04-23,Male
